"Customer.Num","Gpch","Reportables","Revenue","Industry","Family","ParameterPanel","type"
"3170433850","AST",30451,2350.59,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170006591","ProBNP",1483,14430.17,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170059893","FPSA",6489,4118.99,"Prv: Laboratory","Immunology","Oncology","Private"
"3170001157","AMP",400,502.32,"Gov: University","ClinChem fully automated","DAT","Public"
"3170007167","PSA",27241,10553.31,"Prv: Laboratory","Immunology","Oncology","Private"
"3170404285","PSA",593,1440.34,"Gov: Hospital","Immunology","Oncology","Public"
"3170008576","TNT",2237,4817.7,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170007167","B12",12346,7187.99,"Prv: Laboratory","Immunology","Anemia","Private"
"3170403509","Testosterone",451,789.13,"Gov: Hospital","Immunology","Fertility","Public"
"3170001157","UA",1600,204.24,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170006479","Apo A I",12581,5541.25,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170006925","Anti-HCV",10692,20762.17,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170436004","LDH",16634,1671.14,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170405850","BIL-T",16148,2817.79,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404117","VALP",180,3179.67,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170006693","FERR",12000,14633.28,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170015090","Mg",1444,759.29,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404453","HDL-C",2688,1339.11,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170403651","ACETA",19,99.31,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170006591","PRG",709,1099.41,"Prv: Laboratory","Immunology","Fertility","Private"
"3170006528","Anti-HBc",13400,15564.9,"Gov: Military","Immunology","Hepatitis","Public"
"3170006872","UREA/BUN",22896,1334.38,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403706","E2",124,919.22,"Gov: Hospital","Immunology","Fertility","Public"
"3170435405","CRP",70175,14236.02,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170006532","AMYL",1217,89.88,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403216","GGT",53977,4954.96,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170435388","CREA-E",90363,10562.17,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170403096","PRG",1200,0,"Gov: Hospital","Immunology","Fertility","Public"
"3170435971","FERR",1,27664.35,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170012380","B12",700,1253.84,"Prv: Laboratory","Immunology","Anemia","Private"
"3170007283","LIP",4600,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170005849","UA",4400,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008213","ALT",52000,4799.21,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007167","Testosterone",1308,843.19,"Prv: Laboratory","Immunology","Fertility","Private"
"3170008585","FERR",36371,13350.57,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170007143","BIL-T",16537,1040.36,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006618","SI",123750,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170414160","Mg",1003,193.58,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006955","LIP",2900,0,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170006591","Toxo IgG",1103,2412.26,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170400685","CHOL",38672,2834.57,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404726","CREA-E",45793,8034.69,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170001157","mALB",700,878.99,"Gov: University","ClinChem fully automated","Specific Proteins","Public"
"3170006479","TG",41089,26471.44,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170404041","Toxo IgG",1281,2837.55,"Gov: Hospital","Immunology","Congenital Diseases","Public"
"3170403425","Anti-SARS-CoV-2",2600,3871.78,"Gov: Hospital","Immunology","Respiratory","Public"
"3170014603","CO2",22000,1740.34,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403425","GENT",159,1654.42,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170404084","Li",280,3930.99,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170008933","Anti-HBc",3349,5961.96,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170006975","SI",88000,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008403","PHOS",2505,628.58,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404729","UREA/BUN",128488,10196.4,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170006479","CRP",1132,285.06,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170007176","LACT",469,254.44,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403687","FHCG+B",720,5559.64,"Gov: Hospital","Immunology","Pregnancy Care","Public"
"3170059023","CORT",2972,2307.12,"Prv: Laboratory","Immunology","Hormones","Private"
"3170006872","Toxo IgG",34232,18848.49,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170404693","FOLATE",7600,10924.24,"Gov: Hospital","Immunology","Anemia","Public"
"3170006479","INS",44093,14271.65,"Prv: Laboratory","Immunology","Hormones","Private"
"3170001157","TRANS",200,251.14,"Gov: University","ClinChem fully automated","Specific Proteins","Public"
"3170403463","ACETA",750,0,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170006925","Toxo IgG",10964,8144.59,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170443793","CHOL",99500,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006479","HGLOB",19081,8702.08,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170014969","PRG",371,614.74,"Prv: Laboratory","Immunology","Fertility","Private"
"3170436429","CMV IgG",14580,11651.02,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170001168","OPIA",600,738.69,"Gov: University","ClinChem fully automated","DAT","Public"
"3170403285","HDL-C",8400,2783.52,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170404478","SALI",95,265.49,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170001157","THC",400,502.32,"Gov: University","ClinChem fully automated","DAT","Public"
"3170007446","CO2",3702,225.05,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403584","ETOH",2400,2125.2,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170006669","ProBNP",12546,77985.64,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170010019","UA",3739,383.55,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006618","CK",4288,1337.16,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403753","FT3",1173,2053.48,"Gov: Hospital","Immunology","Thyroid","Public"
"3170405093","CO2",19669,1220.83,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007167","Anti-HBs",10942,6903.85,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170007910","SI",126000,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170405710","TNT",2242,1880.7,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170007375","GGT",24181,1183.65,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170001157","OPIA",400,492.46,"Gov: University","ClinChem fully automated","DAT","Public"
"3170006618","BIL-D",6997,1358.14,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170001157","SI",5500,11.9,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170403285","Toxo IgG",3000,3519.3,"Gov: Hospital","Immunology","Congenital Diseases","Public"
"3170007821","Beta-CrossLaps",900,1236.99,"Prv: Laboratory","Immunology","Bone","Private"
"3170059045","E2",10512,3453.23,"Prv: Laboratory","Immunology","Fertility","Private"
"3170007283","ALP",9200,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170059154","PRG",1652,1291.93,"Prv: Laboratory","Immunology","Fertility","Private"
"3170006617","FSH",1054,957.71,"Prv: Laboratory","Immunology","Fertility","Private"
"3170006479","UA",1090,263.25,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006479","HDL-C",21,26.58,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007653","AFP",1000,1094.07,"Prv: Laboratory","Immunology","Oncology","Private"
"3170007857","CRP",1762,328.61,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170010649","TP",11400,1028.92,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006591","Anti-HBc",5255,6013.96,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170064264","HCG+B",1175,1857.06,"Gov: Hospital","Immunology","Fertility","Public"
"3170006954","LDH",13289,688.67,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403788","FSH",600,0,"Gov: Hospital","Immunology","Fertility","Public"
"3170001157","CRP",1200,1004.64,"Gov: University","ClinChem fully automated","Specific Proteins","Public"
"3170015266","FT4",1060,599.23,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170007443","UA",5600,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170014741","mALB",2631,7923.32,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170404369","CRP",9647,3509,"Prv: Hospital","ClinChem fully automated","Specific Proteins","Private"
"3170403012","TSH",24917,28889.27,"Gov: Hospital","Immunology","Thyroid","Public"
"3170439211","Elecsys Generic Materials",300,0,"Prv: Laboratory","Immunology","Elecsys Generic Materials","Private"
"3170005849","SI",8250,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007925","HCG",182,95.94,"Prv: Laboratory","Immunology","Fertility","Private"
"3170439114","Mg",2750,111.78,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403310","Prealb",11081,8508.81,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170006892","LDH",1062,93.76,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170411598","U/CSF Protein",10413,36.61,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170009501","CK",6270,9977.41,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007176","UA",16171,1946.51,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403377","UA",864,234.05,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007823","UREA/BUN",17500,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404500","VANCO",75,2909.38,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170007449","ALP",16800,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170001157","HDL-C",2100,1580.64,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170059045","FERR",164617,22376.55,"Prv: Laboratory","Immunology","Anemia","Private"
"3170008923","FE",3907,512.52,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170405280","AMP",2000,1439.83,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170006644","LIP",2408,343.33,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170006532","Anti-HCV",33588,63287.2,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170403161","LIP",10706,6033,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170011616","TSH",11693,14221.64,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170433761","AMIK",377,1737.48,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170007309","CK",6549,580.88,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403647","Anti-HBs",8173,13433.66,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170443659","Rubella IgG",1300,2260.07,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170001157","GLU",1600,141.38,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170007653","IgA",800,772.64,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170403192","FT3",9000,7415.55,"Gov: Hospital","Immunology","Thyroid","Public"
"3170403118","IgM",4200,6935.04,"Gov: Occup. Healthc.","ClinChem fully automated","Specific Proteins","Public"
"3170404123","LACT",7842,6619.96,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170008933","TRANS",2885,3176.59,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170001157","FE",200,39.86,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170403418","U/CSF Protein",808,297.56,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170060867","CHOL",5073,276.99,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008855","Anti-TG",900,0,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170404531","BIL-D",23294,3438.5,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170001157","COCA",400,502.32,"Gov: University","ClinChem fully automated","DAT","Public"
"3170435535","LIP",9885,5295.81,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170008261","TNT",38393,49764.19,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170401200","E2",9200,0,"Prv: Laboratory","Immunology","Fertility","Private"
"3170001157","ClinChem Generic Materials",4500,136.08,"Gov: University","ClinChem fully automated","ClinChem Generic Materials","Public"
"3170006910","FERR",21833,21134.72,"Prv: Hospital","ClinChem fully automated","Specific Proteins","Private"
"3170403770","Prealb",1623,2486.06,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403938","LACT",5100,950.23,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170432143","CA 125",595,914.15,"Prv: Laboratory","Immunology","Oncology","Private"
"3170403043","HGH",462,3358.24,"Gov: Hospital","Immunology","Growth Hormones","Public"
"3170404774","HIV combi",580,3209.17,"Gov: Hospital","Immunology","Sexually Transmitted Diseases (STDs)","Public"
"3170435505","FERR",55735,23161.46,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170434721","FE",71250,5566.69,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170060075","Anti-HBe",33,12.61,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170006479","CK-MB",3115,2267.03,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170434132","PRL",1,19.52,"Prv: Laboratory","Immunology","Fertility","Private"
"3170404143","Syphilis",300,0,"Gov: Hospital","Immunology","Sexually Transmitted Diseases (STDs)","Public"
"3170403614","LIP",4927,2437.61,"Prv: Hospital","ClinChem fully automated","Enzymes","Private"
"3170006479","MYO",3322,5627.78,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170404228","CO2",75377,8424.73,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170405093","LIP",9759,620.18,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170403843","PTH",1539,4142.36,"Gov: Hospital","Immunology","Bone","Public"
"3170438573","GGT",7600,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170009751","TRIGL",36925,3328.35,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170416352","CORT",979,1643.89,"Prv: Laboratory","Immunology","Hormones","Private"
"3170006793","LACT",138,34.55,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170015266","HDL-C",4390,850.87,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170439211","HIV duo",5400,0,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170008576","ALP",40940,2470.67,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007043","Syphilis",18658,11949.64,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170005849","HCG",200,0,"Prv: Laboratory","Immunology","Fertility","Private"
"3170006693","LDH",3900,315.25,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170006591","Testosterone",414,642.69,"Prv: Laboratory","Immunology","Fertility","Private"
"3170001168","FERR",600,1108.02,"Gov: University","ClinChem fully automated","Specific Proteins","Public"
"3170404147","AFP",243,370.06,"Gov: Military","Immunology","Oncology","Public"
"3170064264","Mg",198,309.74,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170404084","PSA",978,2816.92,"Gov: Hospital","Immunology","Oncology","Public"
"3170006669","CHOL",78564,1255.77,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403614","Anti-CCP",442,3847.7,"Prv: Hospital","Immunology","Rheumatoid Arthritis","Private"
"3170006532","HDL-C",133493,19180.69,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170432061","CARB",105,1580.22,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170006644","Anti-SARS-CoV-2",4400,7035.34,"Prv: Laboratory","Immunology","Respiratory","Private"
"3170006522","TSH",11497,3816.87,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170433860","Anti-HAV IgM",332,2016.05,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170008709","Syphilis",657,4773.3,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170405292","LACT",100,-1.45,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170403266","FT3",1036,1036.55,"Gov: Hospital","Immunology","Thyroid","Public"
"3170008665","Anti-CCP",1167,8530.47,"Prv: Laboratory","Immunology","Rheumatoid Arthritis","Private"
"3170006522","CRP",26764,11422.75,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170008238","TNT",1619,2081.09,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170060867","CO2",36063,2063.98,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404294","AMP",200,-3.89,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170015252","DIGOX",183,487.46,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170008309","HIV combi",187,-101.61,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170007423","AST",63963,6193.22,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170006618","CHOL",50213,4026.56,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170013855","FT3",162,888.74,"Gov: Doct. Office/GP","Immunology","Thyroid","Public"
"3170403118","PHOS",36250,9529.4,"Gov: Occup. Healthc.","ClinChem fully automated","Substrates","Public"
"3170006522","TNT",14632,16203.93,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170436009","E2",1417,1363.27,"Prv: Laboratory","Immunology","Fertility","Private"
"3170403068","B12",5432,6165.04,"Gov: Hospital","Immunology","Anemia","Public"
"3170014827","FPSA",4853,4848.19,"Prv: Laboratory","Immunology","Oncology","Private"
"3170006669","IgE",819,1677.2,"Prv: Laboratory","Immunology","Allergy","Private"
"3170436438","LIP",2800,1393.56,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170006618","Vit D Total",9979,42067.82,"Prv: Laboratory","Immunology","Bone","Private"
"3170404154","HTLV I/II",118,1925.42,"Gov: Hospital","Immunology","Sexually Transmitted Diseases (STDs)","Public"
"3170001168","ClinChem Generic Materials",27000,0,"Gov: University","ClinChem fully automated","ClinChem Generic Materials","Public"
"3170011616","ALB",2705,324.2,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404285","Anti-HBs",4406,7664.33,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170009799","AST",8000,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170441776","TP",55286,3324.01,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404643","CEA",594,1262.82,"Gov: Hospital","Immunology","Oncology","Public"
"3170001157","CHOL",1200,194.43,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170007423","BIL-D",8154,1374.14,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008177","HDL-C",700,489.04,"Prv: Manufacturing","ClinChem fully automated","Substrates","Private"
"3170403370","Prealb",1081,3223.07,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170435505","GLU",143902,2867.08,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170006522","SI",49500,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007495","CRP",70609,20422.7,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170006910","PTH (1-84)",3377,7382.85,"Prv: Hospital","Immunology","Kidney","Private"
"3170006479","HIV Ag P24",10696,8836.65,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170006618","E2",1539,2948.48,"Prv: Laboratory","Immunology","Fertility","Private"
"3170008576","Anti-SARS-CoV-2",4400,7129.78,"Prv: Laboratory","Immunology","Respiratory","Private"
"3170012380","UREA/BUN",3000,410.7,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007788","FE",969,258.65,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403500","PHOS",9072,1431.43,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170038900","AST",27097,2935.43,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170443793","IgA",18500,0,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170006693","HDL-C",14350,6957.29,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403706","TRANS",3791,5563.6,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170404478","AST",88556,4401.02,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170403276","Anti-HBs",2725,7146.91,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170405039","LH",7000,8050,"Gov: Hospital","Immunology","Fertility","Public"
"3170006479","CHE",2634,777.32,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170006954","AMYL",5,7.56000000000001,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403185","HBA1C",2819,6881.8,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403831","BENZ",1000,901.45,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170414160","FT3",1107,427.3,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170008257","UA",23014,1234.25,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170014969","HDL-C",30986,10860.5,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170001168","TRIGL",1250,274,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170006522","AFP",284,297.13,"Prv: Laboratory","Immunology","Oncology","Private"
"3170001174","AST",500,65.76,"Gov: University","ClinChem fully automated","Enzymes","Public"
"3170438822","PSA",13892,5887.45,"Prv: Laboratory","Immunology","Oncology","Private"
"3170007375","AAGP",83,309.36,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
